index,text,topic,subtopic
734,"หนูเป็นเด็ก68ค่ะ ฐานะทางบ้านไม่ค่อยดี ตอนนี้กำลังสมัครทุนโครงการธรรมศาสตร์ช้างเผือกอยู่ค่ะ พี่ๆ เพื่อนๆ อวยพรหนูด้วยนะคะ หรือใครมีบทสวดมนต์แปะไว้ได้นะคะ หนูอยากได้ทุนนี้จริงๆค่ะ
#dek68 #ธรรมศาสตร์ช้างเผือก #โครงการธรรมศาสตร์ช้างเผือก #มหาวิทยาลัยธรรมศาสตร์ #เด็ก68",['ธรรมศาสตร์ช้างเผือก'],"['การสมัคร', 'ทุนการศึกษา']"
733,"ขออนุญาตสอบถามค่ะ เกี่ยวกับรอบ 2 มธ
ว่าเค้าเช็คอะไรบ้างคะ
ขอบคุณพี่ๆล่วงหน้าค่ะ
#มธ #ธรรมศาสตร์ช้างเผือก #ธรรมศาสตร์",['ธรรมศาสตร์ช้างเผือก'],"['การคัดเลือก', 'การสัมภาษณ์']"
732,มีพี่ ๆ คนไหน ลงความสัมพันธ์ระหว่างประเทศ หนูจะสอบถามข้อมูลหน่อยค่ะ  #ธรรมศาสตร์ช้างเผือก,"['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['รัฐศาสตร์', 'หลักสูตร']"
766,"ขออนุญาตสอบถามค่ะ เกี่ยวกับรอบ 2 มธ
ว่าเค้าเช็คอะไรบ้างคะ
ขอบคุณพี่ๆล่วงหน้าค่ะ
#มธ #ธรรมศาสตร์ช้างเผือก #ธรรมศาสตร์","['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['เกณฑ์การพิจารณา', 'การคัดเลือก']"
762,"ขออนุญาตสอบถามค่ะ เกี่ยวกับรอบ 2 มธ
ว่าเค้าเช็คอะไรบ้างคะ
ขอบคุณพี่ๆล่วงหน้าค่ะ
#มธ #ธรรมศาสตร์ช้างเผือก #ธรรมศาสตร์","['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['เกณฑ์การพิจารณา', 'การคัดเลือก']"
750,"ขออนุญาตสอบถามค่ะ เกี่ยวกับรอบ 2 มธ
ว่าเค้าเช็คอะไรบ้างคะ
ขอบคุณพี่ๆล่วงหน้าค่ะ
#มธ #ธรรมศาสตร์ช้างเผือก #ธรรมศาสตร์","['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['เกณฑ์การพิจารณา', 'การคัดเลือก']"
758,"ขออนุญาตสอบถามค่ะ เกี่ยวกับรอบ 2 มธ
ว่าเค้าเช็คอะไรบ้างคะ
ขอบคุณพี่ๆล่วงหน้าค่ะ
#มธ #ธรรมศาสตร์ช้างเผือก #ธรรมศาสตร์","['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['เกณฑ์การพิจารณา', 'การคัดเลือก']"
754,"ขออนุญาตสอบถามค่ะ เกี่ยวกับรอบ 2 มธ
ว่าเค้าเช็คอะไรบ้างคะ
ขอบคุณพี่ๆล่วงหน้าค่ะ
#มธ #ธรรมศาสตร์ช้างเผือก #ธรรมศาสตร์","['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['เกณฑ์การพิจารณา', 'การคัดเลือก']"
729,"ขออนุญาตสอบถามค่ะ เกี่ยวกับรอบ 2 มธ
ว่าเค้าเช็คอะไรบ้างคะ
ขอบคุณพี่ๆล่วงหน้าค่ะ
#มธ #ธรรมศาสตร์ช้างเผือก #ธรรมศาสตร์","['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['เกณฑ์การพิจารณา', 'การคัดเลือก']"
701,"ขออนุญาตสอบถามค่ะ เกี่ยวกับรอบ 2 มธ
ว่าเค้าเช็คอะไรบ้างคะ
ขอบคุณพี่ๆล่วงหน้าค่ะ
#มธ #ธรรมศาสตร์ช้างเผือก #ธรรมศาสตร์","['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['เกณฑ์การพิจารณา', 'การคัดเลือก']"
697,"ขออนุญาตสอบถามค่ะ เกี่ยวกับรอบ 2 มธ
ว่าเค้าเช็คอะไรบ้างคะ
ขอบคุณพี่ๆล่วงหน้าค่ะ
#มธ #ธรรมศาสตร์ช้างเผือก #ธรรมศาสตร์","['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['เกณฑ์การพิจารณา', 'การคัดเลือก']"
689,"ขออนุญาตสอบถามค่ะ เกี่ยวกับรอบ 2 มธ
ว่าเค้าเช็คอะไรบ้างคะ
ขอบคุณพี่ๆล่วงหน้าค่ะ
#มธ #ธรรมศาสตร์ช้างเผือก #ธรรมศาสตร์","['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['เกณฑ์การพิจารณา', 'การคัดเลือก']"
685,"ขออนุญาตสอบถามค่ะ เกี่ยวกับรอบ 2 มธ
ว่าเค้าเช็คอะไรบ้างคะ
ขอบคุณพี่ๆล่วงหน้าค่ะ
#มธ #ธรรมศาสตร์ช้างเผือก #ธรรมศาสตร์","['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['เกณฑ์การพิจารณา', 'การคัดเลือก']"
705,"ขออนุญาตสอบถามค่ะ เกี่ยวกับรอบ 2 มธ
ว่าเค้าเช็คอะไรบ้างคะ
ขอบคุณพี่ๆล่วงหน้าค่ะ
#มธ #ธรรมศาสตร์ช้างเผือก #ธรรมศาสตร์","['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['เกณฑ์การพิจารณา', 'การคัดเลือก']"
693,"ขออนุญาตสอบถามค่ะ เกี่ยวกับรอบ 2 มธ
ว่าเค้าเช็คอะไรบ้างคะ
ขอบคุณพี่ๆล่วงหน้าค่ะ
#มธ #ธรรมศาสตร์ช้างเผือก #ธรรมศาสตร์","['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['เกณฑ์การพิจารณา', 'การคัดเลือก']"
749,มีพี่ ๆ คนไหน ลงความสัมพันธ์ระหว่างประเทศ หนูจะสอบถามข้อมูลหน่อยค่ะ  #ธรรมศาสตร์ช้างเผือก,"['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['ข้อมูล', 'หลักสูตร']"
753,มีพี่ ๆ คนไหน ลงความสัมพันธ์ระหว่างประเทศ หนูจะสอบถามข้อมูลหน่อยค่ะ  #ธรรมศาสตร์ช้างเผือก,"['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['ข้อมูล', 'หลักสูตร']"
769,มีพี่ ๆ คนไหน ลงความสัมพันธ์ระหว่างประเทศ หนูจะสอบถามข้อมูลหน่อยค่ะ  #ธรรมศาสตร์ช้างเผือก,"['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['ข้อมูล', 'หลักสูตร']"
765,มีพี่ ๆ คนไหน ลงความสัมพันธ์ระหว่างประเทศ หนูจะสอบถามข้อมูลหน่อยค่ะ  #ธรรมศาสตร์ช้างเผือก,"['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['ข้อมูล', 'หลักสูตร']"
761,มีพี่ ๆ คนไหน ลงความสัมพันธ์ระหว่างประเทศ หนูจะสอบถามข้อมูลหน่อยค่ะ  #ธรรมศาสตร์ช้างเผือก,"['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['ข้อมูล', 'หลักสูตร']"
757,มีพี่ ๆ คนไหน ลงความสัมพันธ์ระหว่างประเทศ หนูจะสอบถามข้อมูลหน่อยค่ะ  #ธรรมศาสตร์ช้างเผือก,"['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['ข้อมูล', 'หลักสูตร']"
728,มีพี่ ๆ คนไหน ลงความสัมพันธ์ระหว่างประเทศ หนูจะสอบถามข้อมูลหน่อยค่ะ  #ธรรมศาสตร์ช้างเผือก,"['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['ข้อมูล', 'หลักสูตร']"
700,มีพี่ ๆ คนไหน ลงความสัมพันธ์ระหว่างประเทศ หนูจะสอบถามข้อมูลหน่อยค่ะ  #ธรรมศาสตร์ช้างเผือก,"['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['ข้อมูล', 'หลักสูตร']"
696,มีพี่ ๆ คนไหน ลงความสัมพันธ์ระหว่างประเทศ หนูจะสอบถามข้อมูลหน่อยค่ะ  #ธรรมศาสตร์ช้างเผือก,"['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['ข้อมูล', 'หลักสูตร']"
704,มีพี่ ๆ คนไหน ลงความสัมพันธ์ระหว่างประเทศ หนูจะสอบถามข้อมูลหน่อยค่ะ  #ธรรมศาสตร์ช้างเผือก,"['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['ข้อมูล', 'หลักสูตร']"
692,มีพี่ ๆ คนไหน ลงความสัมพันธ์ระหว่างประเทศ หนูจะสอบถามข้อมูลหน่อยค่ะ  #ธรรมศาสตร์ช้างเผือก,"['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['ข้อมูล', 'หลักสูตร']"
688,มีพี่ ๆ คนไหน ลงความสัมพันธ์ระหว่างประเทศ หนูจะสอบถามข้อมูลหน่อยค่ะ  #ธรรมศาสตร์ช้างเผือก,"['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['ข้อมูล', 'หลักสูตร']"
725,"ขออนุญาตสอบถามค่ะ เกี่ยวกับรอบ 2 มธ
ว่าเค้าเช็คอะไรบ้างคะ
ขอบคุณพี่ๆล่วงหน้าค่ะ
#มธ #ธรรมศาสตร์ช้างเผือก #ธรรมศาสตร์",['ธรรมศาสตร์ช้างเผือก'],"['เกณฑ์การพิจารณา', 'การคัดเลือก']"
724,มีพี่ ๆ คนไหน ลงความสัมพันธ์ระหว่างประเทศ หนูจะสอบถามข้อมูลหน่อยค่ะ  #ธรรมศาสตร์ช้างเผือก,"['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['รัฐศาสตร์', 'ข้อมูล']"
721,"ขออนุญาตสอบถามค่ะ เกี่ยวกับรอบ 2 มธ
ว่าเค้าเช็คอะไรบ้างคะ
ขอบคุณพี่ๆล่วงหน้าค่ะ
#มธ #ธรรมศาสตร์ช้างเผือก #ธรรมศาสตร์",['ธรรมศาสตร์ช้างเผือก'],"['เกณฑ์การพิจารณา', 'การคัดเลือก']"
720,มีพี่ ๆ คนไหน ลงความสัมพันธ์ระหว่างประเทศ หนูจะสอบถามข้อมูลหน่อยค่ะ  #ธรรมศาสตร์ช้างเผือก,"['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['รัฐศาสตร์', 'ข้อมูล']"
717,"ขออนุญาตสอบถามค่ะ เกี่ยวกับรอบ 2 มธ
ว่าเค้าเช็คอะไรบ้างคะ
ขอบคุณพี่ๆล่วงหน้าค่ะ
#มธ #ธรรมศาสตร์ช้างเผือก #ธรรมศาสตร์",['ธรรมศาสตร์ช้างเผือก'],"['เกณฑ์การพิจารณา', 'การคัดเลือก']"
716,มีพี่ ๆ คนไหน ลงความสัมพันธ์ระหว่างประเทศ หนูจะสอบถามข้อมูลหน่อยค่ะ  #ธรรมศาสตร์ช้างเผือก,"['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['รัฐศาสตร์', 'ข้อมูล']"
713,"ขออนุญาตสอบถามค่ะ เกี่ยวกับรอบ 2 มธ
ว่าเค้าเช็คอะไรบ้างคะ
ขอบคุณพี่ๆล่วงหน้าค่ะ
#มธ #ธรรมศาสตร์ช้างเผือก #ธรรมศาสตร์",['ธรรมศาสตร์ช้างเผือก'],"['เกณฑ์การพิจารณา', 'การคัดเลือก']"
712,มีพี่ ๆ คนไหน ลงความสัมพันธ์ระหว่างประเทศ หนูจะสอบถามข้อมูลหน่อยค่ะ  #ธรรมศาสตร์ช้างเผือก,"['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['รัฐศาสตร์', 'ข้อมูล']"
709,"ขออนุญาตสอบถามค่ะ เกี่ยวกับรอบ 2 มธ
ว่าเค้าเช็คอะไรบ้างคะ
ขอบคุณพี่ๆล่วงหน้าค่ะ
#มธ #ธรรมศาสตร์ช้างเผือก #ธรรมศาสตร์",['ธรรมศาสตร์ช้างเผือก'],"['เกณฑ์การพิจารณา', 'การคัดเลือก']"
708,มีพี่ ๆ คนไหน ลงความสัมพันธ์ระหว่างประเทศ หนูจะสอบถามข้อมูลหน่อยค่ะ  #ธรรมศาสตร์ช้างเผือก,"['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['รัฐศาสตร์', 'ข้อมูล']"
783,"สอบถามพี่ ๆ คั้บบ 
นิติมธ.รอบ2นี้การแข่งขันสูงมั้ยคะ คะแนนTGAT หนูได้ไม่ค่อยเยอะเลยค่ะ 
#ธรรมศาสตร์ช้างเผือก #นิติมธ #dek68","['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['นิติศาสตร์', 'สถิติผู้สมัคร', 'เกณฑ์การพิจารณา']"
784,"สอบถามพี่ ๆ คั้บบ 
นิติมธ.รอบ2นี้การแข่งขันสูงมั้ยคะ คะแนนTGAT หนูได้ไม่ค่อยเยอะเลยค่ะ 
#ธรรมศาสตร์ช้างเผือก #นิติมธ #dek68","['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['นิติศาสตร์', 'สถิติผู้สมัคร', 'เกณฑ์การพิจารณา']"
785,"สอบถามพี่ ๆ คั้บบ 
นิติมธ.รอบ2นี้การแข่งขันสูงมั้ยคะ คะแนนTGAT หนูได้ไม่ค่อยเยอะเลยค่ะ 
#ธรรมศาสตร์ช้างเผือก #นิติมธ #dek68","['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['นิติศาสตร์', 'สถิติผู้สมัคร', 'เกณฑ์การพิจารณา']"
786,"สอบถามพี่ ๆ คั้บบ 
นิติมธ.รอบ2นี้การแข่งขันสูงมั้ยคะ คะแนนTGAT หนูได้ไม่ค่อยเยอะเลยค่ะ 
#ธรรมศาสตร์ช้างเผือก #นิติมธ #dek68","['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['นิติศาสตร์', 'สถิติผู้สมัคร', 'เกณฑ์การพิจารณา']"
790,"สอบถามพี่ ๆ คั้บบ 
นิติมธ.รอบ2นี้การแข่งขันสูงมั้ยคะ คะแนนTGAT หนูได้ไม่ค่อยเยอะเลยค่ะ 
#ธรรมศาสตร์ช้างเผือก #นิติมธ #dek68","['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['นิติศาสตร์', 'สถิติผู้สมัคร', 'เกณฑ์การพิจารณา']"
788,"สอบถามพี่ ๆ คั้บบ 
นิติมธ.รอบ2นี้การแข่งขันสูงมั้ยคะ คะแนนTGAT หนูได้ไม่ค่อยเยอะเลยค่ะ 
#ธรรมศาสตร์ช้างเผือก #นิติมธ #dek68","['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['นิติศาสตร์', 'สถิติผู้สมัคร', 'เกณฑ์การพิจารณา']"
789,"สอบถามพี่ ๆ คั้บบ 
นิติมธ.รอบ2นี้การแข่งขันสูงมั้ยคะ คะแนนTGAT หนูได้ไม่ค่อยเยอะเลยค่ะ 
#ธรรมศาสตร์ช้างเผือก #นิติมธ #dek68","['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['นิติศาสตร์', 'สถิติผู้สมัคร', 'เกณฑ์การพิจารณา']"
791,"สอบถามพี่ ๆ คั้บบ 
นิติมธ.รอบ2นี้การแข่งขันสูงมั้ยคะ คะแนนTGAT หนูได้ไม่ค่อยเยอะเลยค่ะ 
#ธรรมศาสตร์ช้างเผือก #นิติมธ #dek68","['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['นิติศาสตร์', 'สถิติผู้สมัคร', 'เกณฑ์การพิจารณา']"
782,"สอบถามพี่ ๆ คั้บบ 
นิติมธ.รอบ2นี้การแข่งขันสูงมั้ยคะ คะแนนTGAT หนูได้ไม่ค่อยเยอะเลยค่ะ 
#ธรรมศาสตร์ช้างเผือก #นิติมธ #dek68","['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['นิติศาสตร์', 'สถิติผู้สมัคร', 'เกณฑ์การพิจารณา']"
787,"สอบถามพี่ ๆ คั้บบ 
นิติมธ.รอบ2นี้การแข่งขันสูงมั้ยคะ คะแนนTGAT หนูได้ไม่ค่อยเยอะเลยค่ะ 
#ธรรมศาสตร์ช้างเผือก #นิติมธ #dek68","['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['นิติศาสตร์', 'สถิติผู้สมัคร', 'เกณฑ์การพิจารณา']"
781,"สอบถามพี่ ๆ คั้บบ 
นิติมธ.รอบ2นี้การแข่งขันสูงมั้ยคะ คะแนนTGAT หนูได้ไม่ค่อยเยอะเลยค่ะ 
#ธรรมศาสตร์ช้างเผือก #นิติมธ #dek68","['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['นิติศาสตร์', 'สถิติผู้สมัคร', 'เกณฑ์การพิจารณา']"
771,"สอบถามพี่ ๆ คั้บบ 
นิติมธ.รอบ2นี้การแข่งขันสูงมั้ยคะ คะแนนTGAT หนูได้ไม่ค่อยเยอะเลยค่ะ 
#ธรรมศาสตร์ช้างเผือก #นิติมธ #dek68","['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['นิติศาสตร์', 'สถิติผู้สมัคร', 'เกณฑ์การพิจารณา']"
779,"สอบถามพี่ ๆ คั้บบ 
นิติมธ.รอบ2นี้การแข่งขันสูงมั้ยคะ คะแนนTGAT หนูได้ไม่ค่อยเยอะเลยค่ะ 
#ธรรมศาสตร์ช้างเผือก #นิติมธ #dek68","['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['นิติศาสตร์', 'สถิติผู้สมัคร', 'เกณฑ์การพิจารณา']"
778,"สอบถามพี่ ๆ คั้บบ 
นิติมธ.รอบ2นี้การแข่งขันสูงมั้ยคะ คะแนนTGAT หนูได้ไม่ค่อยเยอะเลยค่ะ 
#ธรรมศาสตร์ช้างเผือก #นิติมธ #dek68","['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['นิติศาสตร์', 'สถิติผู้สมัคร', 'เกณฑ์การพิจารณา']"
777,"สอบถามพี่ ๆ คั้บบ 
นิติมธ.รอบ2นี้การแข่งขันสูงมั้ยคะ คะแนนTGAT หนูได้ไม่ค่อยเยอะเลยค่ะ 
#ธรรมศาสตร์ช้างเผือก #นิติมธ #dek68","['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['นิติศาสตร์', 'สถิติผู้สมัคร', 'เกณฑ์การพิจารณา']"
776,"สอบถามพี่ ๆ คั้บบ 
นิติมธ.รอบ2นี้การแข่งขันสูงมั้ยคะ คะแนนTGAT หนูได้ไม่ค่อยเยอะเลยค่ะ 
#ธรรมศาสตร์ช้างเผือก #นิติมธ #dek68","['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['นิติศาสตร์', 'สถิติผู้สมัคร', 'เกณฑ์การพิจารณา']"
775,"สอบถามพี่ ๆ คั้บบ 
นิติมธ.รอบ2นี้การแข่งขันสูงมั้ยคะ คะแนนTGAT หนูได้ไม่ค่อยเยอะเลยค่ะ 
#ธรรมศาสตร์ช้างเผือก #นิติมธ #dek68","['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['นิติศาสตร์', 'สถิติผู้สมัคร', 'เกณฑ์การพิจารณา']"
774,"สอบถามพี่ ๆ คั้บบ 
นิติมธ.รอบ2นี้การแข่งขันสูงมั้ยคะ คะแนนTGAT หนูได้ไม่ค่อยเยอะเลยค่ะ 
#ธรรมศาสตร์ช้างเผือก #นิติมธ #dek68","['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['นิติศาสตร์', 'สถิติผู้สมัคร', 'เกณฑ์การพิจารณา']"
773,"สอบถามพี่ ๆ คั้บบ 
นิติมธ.รอบ2นี้การแข่งขันสูงมั้ยคะ คะแนนTGAT หนูได้ไม่ค่อยเยอะเลยค่ะ 
#ธรรมศาสตร์ช้างเผือก #นิติมธ #dek68","['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['นิติศาสตร์', 'สถิติผู้สมัคร', 'เกณฑ์การพิจารณา']"
772,"สอบถามพี่ ๆ คั้บบ 
นิติมธ.รอบ2นี้การแข่งขันสูงมั้ยคะ คะแนนTGAT หนูได้ไม่ค่อยเยอะเลยค่ะ 
#ธรรมศาสตร์ช้างเผือก #นิติมธ #dek68","['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['นิติศาสตร์', 'สถิติผู้สมัคร', 'เกณฑ์การพิจารณา']"
770,"สอบถามพี่ ๆ คั้บบ 
นิติมธ.รอบ2นี้การแข่งขันสูงมั้ยคะ คะแนนTGAT หนูได้ไม่ค่อยเยอะเลยค่ะ 
#ธรรมศาสตร์ช้างเผือก #นิติมธ #dek68","['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['นิติศาสตร์', 'สถิติผู้สมัคร', 'เกณฑ์การพิจารณา']"
780,"สอบถามพี่ ๆ คั้บบ 
นิติมธ.รอบ2นี้การแข่งขันสูงมั้ยคะ คะแนนTGAT หนูได้ไม่ค่อยเยอะเลยค่ะ 
#ธรรมศาสตร์ช้างเผือก #นิติมธ #dek68","['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['นิติศาสตร์', 'สถิติผู้สมัคร', 'เกณฑ์การพิจารณา']"
796,มีใครยื่นสหเวชศาสตร์มั้ยคะ เพื่อๆวาดแผนที่บ้านกันยังไงคะเรากลงทิศบ้านตัวเอง65555 #ธรรมศาสตร์ช้างเผือก,"['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['สหเวช', 'เอกสาร']"
794,อันนี้ถ้าจะเลือกสาขาภาษาอังกฤษไม่ต้องเขียนใช่มั้ยคะหรือเขียนไปเลย #ธรรมศาสตร์ช้างเผือก,"['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['การสมัคร', 'รายละเอียด']"
795,ช่องนี้ต้องใส่พวกสำเนาต่างๆด้วยไหมคะ #ธรรมศาสตร์ช้างเผือก,"['ธรรมศาสตร์ช้างเผือก', 'เอกสาร']","['การกรอกเอกสาร', 'รายละเอียด']"
792,คะแนนtgatไม่ถึง60มีโอกาศติดรอบนี้มั้ยคะ #ธรรมศาสตร์ช้างเผือก,['ธรรมศาสตร์ช้างเผือก'],"['เกณฑ์การพิจารณา', 'ผลการพิจารณา']"
793,แล้วถ้าพ่อกับแม่รวมกันได้เดือนละ40000x12=480000แต่ต้องจ้างลูกน้องเดือนละ18000x12=216000หักลบกันแล้วจะเหลือ264000อันนี้ถือว่าผ่านเกณฑ์มั้ยคะ #ธรรมศาสตร์ช้างเผือก,['ธรรมศาสตร์ช้างเผือก'],"['เกณฑ์การพิจารณา', 'คุณสมบัติผู้สมัคร']"
797,สอบถามหน่อยนะคะㅠㅠ คือรอบนี้ตอนให้ทำใบสมัคร ต้องปริ้นท์มั้ยคะหรือว่าส่งแบบออนไลน์ได้ ใครรู้ช่วยตอบหน่อยนะคะㅠㅠ #ธรรมศาสตร์ช้างเผือก,"['ธรรมศาสตร์ช้างเผือก', 'เอกสาร']","['การสมัคร', 'การส่งเอกสาร']"
801,"รัฐศาสตร์ gov คะแนน Tgat เท่าไหร่กันบ้างคะ
#ธรรมศาสตร์ช้างเผือก","['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['รัฐศาสตร์', 'TGAT']"
802,มีรุ่นพี่ที่ติดสัมสหเวชมั้ยคะ อยากรู้จังเลยค่ะว่าอาจารย์สุมประมาณไหน (ซ้อมๆฟ) #ธรรมศาสตร์ช้างเผือก,"['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['สหเวช', 'การสัมภาษณ์']"
808,มีกลุ่มไลน์สำหรับวิศวะมั้ยคะะ อยากเอาไว้ตามข่าวสาร #ธรรมศาสตร์ช้างเผือก #มธ #dek68,"['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['วิศวกรรมศาสตร์', 'กลุ่มไลน์']"
810,ถ้าพรุ่งนี้มีชื่อติดสัมภาษณ์ แล้วประกาศติดตัวจริง จะมาเล่าเกี่ยวกับแนวทางการกรอกเอกสาร การสัมภาษณ์ ขอให้มธ.ใจดีกับหนูหน่อยน้า#ธรรมศาสตร์ช้างเผือก,"['ธรรมศาสตร์ช้างเผือก', 'เอกสาร', 'การสัมภาษณ์']","['การกรอกเอกสาร', 'การสัมภาษณ์']"
813,มีกลุ่มopenchat นิติ68 สำหรับเตรียมตัวสัมมั้ยคะ #ธรรมศาสตร์ช้างเผือก,"['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['นิติศาสตร์', 'กลุ่มไลน์', 'การสัมภาษณ์']"
815,ใครมีแนวทางการสัมภาษณ์ คณะนิติศาสตร์บ้างคะ #ธรรมศาสตร์ช้างเผือก,"['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['นิติศาสตร์', 'การสัมภาษณ์']"
816,รุ่นพี่มีแนวการสัมภาษณ์มั้ยคะ #ธรรมศาสตร์ช้างเผือก #dek68  #dek67,"['ธรรมศาสตร์ช้างเผือก', 'การสัมภาษณ์']",['การสัมภาษณ์']
818,อยากถามคนติดสัมโครงการ #ธรรมศาสตร์ช้างเผือก ส่วนใหญ่ได้คะแนน tgat กันเท่าไรคะ,"['ธรรมศาสตร์ช้างเผือก', 'การสัมภาษณ์']","['การสัมภาษณ์', 'TGAT']"
824,มีใครมีแนวทางสัม นิติ มธ บ้างคะ มืดสิบแปดสิบเก้าด้านเลยค่ะ #ธรรมศาสตร์ช้างเผือก,"['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['นิติศาสตร์', 'การสัมภาษณ์']"
825,ใครมีแนวทางการสัมภาษณ์นิติศาสตร์ มธ.ไหมคะ #ธรรมศาสตร์ช้างเผือก,"['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['นิติศาสตร์', 'การสัมภาษณ์']"
831,พวกเรา #dek68 ช่วยกันแชร์คำถามสัมภาษณ์แต่ละคณะ/สาขา ให้รุ่นต่อไปกันมั้ยครับ  #ธรรมศาสตร์ช้างเผือก,"['ธรรมศาสตร์ช้างเผือก', 'คณะ']","['การสัมภาษณ์', 'คำแนะนำ']"
836,ช้างเผือกนี่มีสัมกี่รอบเหรอครับ #ธรรมศาสตร์ช้างเผือก,"['ธรรมศาสตร์ช้างเผือก', 'การสัมภาษณ์']",['การสัมภาษณ์']
837,ได้ TGAT ประมาณเท่าไหร่กันหรอครับ ทั้งรุ่นนี้รุ่นก่อนเลยครับ เผื่อเป็นแนวทางให้รุ่นน้องแบบผมครับ  #ธรรมศาสตร์ช้างเผือก #ธรรมศาสตร์,"['ธรรมศาสตร์ช้างเผือก', 'TGAT']","['TGAT', 'สถิติผู้สมัคร']"
840,สรุปมีกี่สัมม งงไปหมดละ  #ธรรมศาสตร์ช้างเผือก,"['ธรรมศาสตร์ช้างเผือก', 'การสัมภาษณ์']",['การสัมภาษณ์']
842,สรุปประกาศทางไหนมีใครรู้บ้างงคะะ #ธรรมศาสตร์ช้างเผือก,"['ธรรมศาสตร์ช้างเผือก', 'การประกาศผล']",['การประกาศผล']
846,"สอบถามหน่อยคับ เราสมัครโควต้าช้างเผือกไปแต่ไม่ติดสัม เราสามารถสมัครโควต้าโครงการอื่นได้อยู่มั้ยคะ หรือรอรอบ3เลยหรอคะ
#ธรรมศาสตร์ช้างเผือก #มหาวิทยาลัยธรรมศาสตร์  #มธ #dek68","['ธรรมศาสตร์ช้างเผือก', 'การสมัคร']","['การสมัคร', 'คุณสมบัติผู้สมัคร']"
848,อยากรู้ว่ากรรมการเริ่มเยี่ยมบ้านหรือยังคะ  #ธรรมศาสตร์ช้างเผือก,"['ธรรมศาสตร์ช้างเผือก', 'การเยี่ยมบ้าน']",['การเยี่ยมบ้าน']
849,มีใครลงคณะวิศวะแล้วโดนเยี่ยมบ้านไปแล้วมั้ยคะะ #ธรรมศาสตร์ช้างเผือก,"['ธรรมศาสตร์ช้างเผือก', 'การเยี่ยมบ้าน', 'คณะ']","['การเยี่ยมบ้าน', 'วิศวกรรมศาสตร์']"
